509	19.4	0.5	white_swift	6375
508.5	19.7	0.18	white_swift	6378
917.5	19.9	0.22	white_swift	6378
7470.5	20.4	0.28	white_swift	6378
1173.5	19.1	0.2	v_swift	6378
7880.5	19.3	0	v_swift	6378
1441.5	19.8	0.34	b_swift	6378
7266.5	20.4	0	b_swift	6378
3245.5	20.1	0	u_swift	6378
3177.5	20.4	0	uvw1_swift	6378
8063	19.6	0	uvm2_swift	6378
4307.5	20.4	0	uvw2_swift	6378
15750	21	0	R	arXiv0907.3449
