time_sec	flux	flux_err	band	source
337.5	1.4515300063815372e-10	1.903752172755539e-11	u_swift	30351
1077	6.802138786176522e-11	2.97329111212346e-12	u	30354
1293	6.73992759201956e-11	1.4572519535059917e-12	g	30354
1505	7.104376067700239e-11	1.3104032684907148e-12	r	30354
1709	6.839737094206729e-11	1.9526236294826855e-12	i	30354
1932	6.08195437848018e-11	1.4077940599129433e-12	z	30354
3616	1.1486330668954082e-11	3.6415354500049715e-13	b_swift	30356
338.5	2.0036691804080016e-10	1.040289239701049e-11	u_swift	30356
15417	2.3155813367692405e-12	2.1438260016183528e-14	r'	30357
50395	4.298647565328573e-13	1.5839817476646112e-13	i'	30364
50395	3.3780030749064264e-13	1.5556311509195487e-13	r'	30364
16692.7	2.1118352785437945e-12	9.72738999224135e-14	r'	30365
42840	7.093418831313369e-13	6.533280183738165e-14	R	30367
