time_sec	flux	flux_err	band	source
321.85	2.815719566133554e-11	2.523845996740848e-12	u	manual
724.84	5.287807945002502e-12	9.740502199022594e-13	R	manual
795.71	5.287807945002502e-12	9.740502199022594e-13	R	manual
865.7	5.287807945002502e-12	9.740502199022594e-13	R	manual
934.82	4.3982070772019455e-12	8.101796841492891e-13	R	manual
974.0	3.6356601260879424e-12	1.0089827321783175e-13	Rc	manual
1004.8	4.011212528140049e-12	7.388926537700989e-13	R	manual
1073.92	3.658269304623938e-12	6.73878109358782e-13	R	manual
1143.04	4.011212528140049e-12	7.388926537700989e-13	R	manual
1193.0	3.2253977385856114e-12	2.9718778770872604e-13	Rc	manual
1212.16	4.3982070772019455e-12	8.101796841492891e-13	R	manual
1282.14	3.3363812591000456e-12	6.145841401398777e-13	R	manual
3728.0	1.284053967617968e-12	2.3655490958936917e-13	Rc	manual
5193.0	6.71855184823616e-13	4.9504119463219755e-14	R	manual
10824.0	4.134579838887673e-13	8.258454264498568e-14	J	manual
12448.0	4.4114694610752083e-13	4.470888122518085e-14	Rc	manual
26138.0	2.066691594002961e-13	1.3324453117268498e-14	R	manual
28059.0	3.4936200635856663e-13	6.435485983197812e-14	R	manual
60340.0	1.3632159755499124e-13	1.8837507738393806e-14	r	manual
84704.0	7.930045388169194e-14	5.8430733752206585e-15	R	manual
167283.0	2.5309040049009266e-14	4.662097466787042e-15	R	manual
242452.0	2.4353684021597388e-14	1.5716642361807224e-15	r	manual
