time_sec	flux	flux_err	band	source
61795.497	2.7532479297382057e-14	3.838968880753534e-15	i'	manual
61795.497	3.4121168529326414e-14	4.878325010871641e-15	z'	manual
61804.497	2.7284447920845702e-14	6.1359480019982346e-15	K	manual
61804.497	2.7176391987812522e-14	4.603192061284697e-15	H	manual
61804.497	2.880944882679849e-14	3.291029343446559e-15	J	manual
66610.497	1.215090796010559e-14	2.046557084455844e-15	g'	manual
66610.497	2.2900518808196723e-14	3.402221348086053e-15	i'	manual
66610.497	2.9993275437859206e-14	4.288157528975432e-15	z'	manual
66610.497	2.6517644835071602e-14	2.476688869980757e-15	J	manual
66610.497	3.091660505556879e-14	3.478266113950057e-15	H	manual
66610.497	2.883468229197794e-14	4.570597519230628e-15	K	manual
