220	19.42	0.2	u_swift	12720
149.4	15.9	0	R	12721
230.55	18	0	R	12721
1700	17.6	0	R	12721
1450	19.1	0.6	R	12722
480	19.9	0.2	R	12723
27720	20.4	0	R	12725
3195	18.5	0	R	12729
22091.6	20.2	0	g'	12730
22091.6	19.6	0	Ic	12730
80820	18.4	0	J	12731
80820	17.6	0	H	12731
80820	16.9	0	Ks	12731
90360	23.2	0.3	R	12733
220	19.46	0.17	u_swift	12735
9526.5	21.1	0	v_swift	12735
10564.5	20.66	0	u_swift	12735
6663.5	20.4	0	uvw1_swift	12735
6256.5	20.5	0	uvm2_swift	12735
9003	21.36	0.31	uvw2_swift	12735
62640	22.5	0	R	12740
63000	21.9	0	B	12740
47820	19.7	0	R	12772
324778	22.51	0.1	R	12793
54672.2	22.5	0	R	12893
137194	22	0	B	12893
138486	21.5	0	R	12893
139689	20.5	0	I	12893
