time_sec	flux	flux_err	band	source
157	7.225777739486532e-13	6.655539141687895e-14	r	30984
378	1.5096789473520437e-12	1.4299126942343666e-15	r	30984
21470.4	1.0396921064413084e-13	4.84594342933921e-15	i'	30995
6337	4.0172363519714367e-13	1.4802549474781807e-13	v_swift	31005
18369	1.3302319784889334e-13	4.901584808386034e-14	v_swift	31005
5876.5	2.687575610058205e-13	9.91020362828587e-14	b_swift	31005
5721	3.6790133633562065e-13	6.83415657240304e-14	u_swift	31005
6952	2.32130050205038e-13	6.438091604769705e-14	u_swift	31005
6747	2.2062243821288935e-13	6.144242115554056e-14	uvw1_swift	31005
6542	1.8200034503976532e-13	5.086478090466788e-14	uvm2_swift	31005
6132	9.572932171261741e-14	4.429406503469539e-14	uvw2_swift	31005
7310	1.663584946078022e-13	7.697426292597242e-14	uvw2_swift	31005
