time_sec	flux	flux_err	band	source
38065.0	7.779573167917836e-13	1.369113933968775e-13	v	manual
37677.0	9.779470648406017e-13	1.0462324298450433e-13	u	manual
1016.0	7.554676626783167e-13	6.961154784330966e-14	r	manual
1794.0	4.766678702841687e-13	7.464593296730754e-14	r	manual
2625.0	3.2977359550455734e-13	8.201274716083364e-14	r	manual
3455.0	4.347262644718586e-13	9.610273609757582e-14	r	manual
553.524729013443	8.575484080932603e-13	2.1608546936674605e-13	b	uvot
729.52192902565	6.888537175875226e-13	1.9814522066085225e-13	b	uvot
1159.00037902594	4.757246244442029e-13	1.7658786404656414e-13	b	uvot
412.952710032463	4.818274767398787e-13	4.5447767359590085e-14	u	uvot
704.593389034271	4.0443949288472723e-13	1.354747209331802e-13	u	uvot
1306.64315903187	2.5685594856072725e-13	1.1501232362380058e-13	u	uvot
11729.3457000256	3.948400778154344e-14	1.6163743850357405e-14	u	uvot
22550.824360013	5.4516717736113117e-14	2.2694551148373995e-14	u	uvot
629.62410902977	5.979346319865035e-13	2.9960334112677533e-13	v	uvot
804.606209039688	9.097067264299922e-13	3.3688866874670534e-13	v	uvot
1060.47101902962	1.0220027967437452e-12	3.4903630454327243e-13	v	uvot
1233.04200899601	1.0001927309441108e-12	3.442527425719724e-13	v	uvot
