840	20.8	0	i'	15729
900	21.2	0	r'	15729
960	20	0	z'	15729
3006	21.92	0.1	r	15732
3006	21.31	0.07	i	15732
3006	21.14	0.12	Z	15732
3006	20.75	0.15	Y	15732
3006	20.56	0.12	J	15732
3006	20.28	0.15	H	15732
490	20.6	0	Clear	15736
403	20.2	0	u_swift	15737
1006	18.8	0	v_swift	15737
932	19.6	0	b_swift	15737
403	20.2	0	u_swift	15737
1142	19.3	0	uvw1_swift	15737
1031	18.6	0	uvm2_swift	15737
1196	18.6	0	uvw2_swift	15737
100.6	14	0	Unfiltered	15740
128.1	15	0	Unfiltered	15740
11264	18.9	0	g'	15741
11264	19.3	0	Rc	15741
11264	18.6	0	Ic	15741
25748.9	20.1	0	g'	15741
25748.9	20.3	0	Rc	15741
25748.9	19.4	0	Ic	15741
80856	23.67	0	r	15742
80856	23.52	0	i	15742
80856	22.56	0	Z	15742
80856	21.98	0	Y	15742
80856	21.87	0	J	15742
80856	21.33	0	H	15742
57348	23.19	0.16	i	15743
47046.5	20.6	0	None	15756
47278.1	20.8	0	R	15756
